,vAr_nAmE,var_descr,file_name,file_descr,start_year,end_year,component,constraint
39,SDMVSTRA,Masked variance unit pseudo-stratum variable for variance estimation,DEMO_J,Demographic Variables and Sample Weights,2017,2018,Demographics,None
40,SIAINTRP,Was an interpreter used to conduct the Sample Person (SP) interview?,DEMO_J,Demographic Variables and Sample Weights,2017,2018,Demographics,None
41,SIALANG,Language of the Sample Person Interview Instrument,DEMO_J,Demographic Variables and Sample Weights,2017,2018,Demographics,None
42,SIAPROXY,Was a Proxy respondent used in conducting the Sample Person (SP) interview?,DEMO_J,Demographic Variables and Sample Weights,2017,2018,Demographics,None
43,WTINT2YR,Full sample 2 year interview weight.,DEMO_J,Demographic Variables and Sample Weights,2017,2018,Demographics,None
44,WTMEC2YR,Full sample 2 year MEC exam weight.,DEMO_J,Demographic Variables and Sample Weights,2017,2018,Demographics,None
45,DBD100,How often {do you/does SP} add this salt to {your/his/her/SP's} food at the table?  Would you say . . .,DR1TOT_J,"Dietary Interview - Total Nutrient Intakes, First Day",2017,2018,Dietary,None
46,DBQ095Z,What type of salt {do you/does SP} usually add to {your/his/her/SP's} food at the table?  Would you say . . .,DR1TOT_J,"Dietary Interview - Total Nutrient Intakes, First Day",2017,2018,Dietary,None
47,DR1_300,"Was the amount of food that {you/NAME} ate yesterday much more than usual, usual, or much less than usual?",DR1TOT_J,"Dietary Interview - Total Nutrient Intakes, First Day",2017,2018,Dietary,None
48,DR1_320Z,"Total plain water drank yesterday - including plain tap water, water from a drinking fountain, water from a water cooler, bottled water, and spring water.",DR1TOT_J,"Dietary Interview - Total Nutrient Intakes, First Day",2017,2018,Dietary,None
49,DR1_330Z,Total tap water drank yesterday - including filtered tap water and water from a drinking fountain.,DR1TOT_J,"Dietary Interview - Total Nutrient Intakes, First Day",2017,2018,Dietary,None
50,DR1BWATZ,Total bottled water drank yesterday (gm),DR1TOT_J,"Dietary Interview - Total Nutrient Intakes, First Day",2017,2018,Dietary,None
51,DR1DAY,Intake day of the week,DR1TOT_J,"Dietary Interview - Total Nutrient Intakes, First Day",2017,2018,Dietary,None
52,DR1DBIH,Number of days between intake day and the day of family questionnaire administered in the household.,DR1TOT_J,"Dietary Interview - Total Nutrient Intakes, First Day",2017,2018,Dietary,None
53,DR1DRSTZ,Dietary recall status,DR1TOT_J,"Dietary Interview - Total Nutrient Intakes, First Day",2017,2018,Dietary,None
54,DR1EXMER,Interviewer ID code,DR1TOT_J,"Dietary Interview - Total Nutrient Intakes, First Day",2017,2018,Dietary,None
55,DR1HELP,Who helped in responding for this interview,DR1TOT_J,"Dietary Interview - Total Nutrient Intakes, First Day",2017,2018,Dietary,None
56,DR1LANG,The respondent spoke mostly:,DR1TOT_J,"Dietary Interview - Total Nutrient Intakes, First Day",2017,2018,Dietary,None
57,DR1MRESP,Who was the main respondent for this interview?,DR1TOT_J,"Dietary Interview - Total Nutrient Intakes, First Day",2017,2018,Dietary,None
58,DR1SKY,"What type of salt was it? (Was it ordinary or sea salt, lite salt, or a salt substitute?)",DR1TOT_J,"Dietary Interview - Total Nutrient Intakes, First Day",2017,2018,Dietary,None
59,DR1STY,"Did {you/SP} add any salt to {your/her/his} food at the table yesterday? Salt includes ordinary or sea salt, lite salt, or a salt substitute.",DR1TOT_J,"Dietary Interview - Total Nutrient Intakes, First Day",2017,2018,Dietary,None
60,DR1TACAR,Alpha-carotene (mcg),DR1TOT_J,"Dietary Interview - Total Nutrient Intakes, First Day",2017,2018,Dietary,None
61,DR1TALCO,Alcohol (gm),DR1TOT_J,"Dietary Interview - Total Nutrient Intakes, First Day",2017,2018,Dietary,None
62,DR1TATOA,Added alpha-tocopherol (Vitamin E) (mg),DR1TOT_J,"Dietary Interview - Total Nutrient Intakes, First Day",2017,2018,Dietary,None
63,DR1TATOC,Vitamin E as alpha-tocopherol (mg),DR1TOT_J,"Dietary Interview - Total Nutrient Intakes, First Day",2017,2018,Dietary,None
64,DR1TB12A,Added vitamin B12 (mcg),DR1TOT_J,"Dietary Interview - Total Nutrient Intakes, First Day",2017,2018,Dietary,None
65,DR1TBCAR,Beta-carotene (mcg),DR1TOT_J,"Dietary Interview - Total Nutrient Intakes, First Day",2017,2018,Dietary,None
66,DR1TCAFF,Caffeine (mg),DR1TOT_J,"Dietary Interview - Total Nutrient Intakes, First Day",2017,2018,Dietary,None
67,DR1TCALC,Calcium (mg),DR1TOT_J,"Dietary Interview - Total Nutrient Intakes, First Day",2017,2018,Dietary,None
68,DR1TCARB,Carbohydrate (gm),DR1TOT_J,"Dietary Interview - Total Nutrient Intakes, First Day",2017,2018,Dietary,None
69,DR1TCHL,Total choline (mg),DR1TOT_J,"Dietary Interview - Total Nutrient Intakes, First Day",2017,2018,Dietary,None
70,DR1TCHOL,Cholesterol (mg),DR1TOT_J,"Dietary Interview - Total Nutrient Intakes, First Day",2017,2018,Dietary,None
71,DR1TCOPP,Copper (mg),DR1TOT_J,"Dietary Interview - Total Nutrient Intakes, First Day",2017,2018,Dietary,None
72,DR1TCRYP,Beta-cryptoxanthin (mcg),DR1TOT_J,"Dietary Interview - Total Nutrient Intakes, First Day",2017,2018,Dietary,None
73,DR1TFA,Folic acid (mcg),DR1TOT_J,"Dietary Interview - Total Nutrient Intakes, First Day",2017,2018,Dietary,None
74,DR1TFDFE,Folate as dietary folate equivalents (mcg),DR1TOT_J,"Dietary Interview - Total Nutrient Intakes, First Day",2017,2018,Dietary,None
75,DR1TFF,Food folate (mcg),DR1TOT_J,"Dietary Interview - Total Nutrient Intakes, First Day",2017,2018,Dietary,None
76,DR1TFIBE,Dietary fiber (gm),DR1TOT_J,"Dietary Interview - Total Nutrient Intakes, First Day",2017,2018,Dietary,None
77,DR1TFOLA,Total folate (mcg),DR1TOT_J,"Dietary Interview - Total Nutrient Intakes, First Day",2017,2018,Dietary,None
78,DR1TIRON,Iron (mg),DR1TOT_J,"Dietary Interview - Total Nutrient Intakes, First Day",2017,2018,Dietary,None
79,DR1TKCAL,Energy (kcal),DR1TOT_J,"Dietary Interview - Total Nutrient Intakes, First Day",2017,2018,Dietary,None
80,DR1TLYCO,Lycopene (mcg),DR1TOT_J,"Dietary Interview - Total Nutrient Intakes, First Day",2017,2018,Dietary,None
81,DR1TLZ,Lutein + zeaxanthin (mcg),DR1TOT_J,"Dietary Interview - Total Nutrient Intakes, First Day",2017,2018,Dietary,None
82,DR1TM161,MFA 16:1 (Hexadecenoic) (gm),DR1TOT_J,"Dietary Interview - Total Nutrient Intakes, First Day",2017,2018,Dietary,None
83,DR1TM181,MFA 18:1 (Octadecenoic) (gm),DR1TOT_J,"Dietary Interview - Total Nutrient Intakes, First Day",2017,2018,Dietary,None
84,DR1TM201,MFA 20:1 (Eicosenoic) (gm),DR1TOT_J,"Dietary Interview - Total Nutrient Intakes, First Day",2017,2018,Dietary,None
85,DR1TM221,MFA 22:1 (Docosenoic) (gm),DR1TOT_J,"Dietary Interview - Total Nutrient Intakes, First Day",2017,2018,Dietary,None
86,DR1TMAGN,Magnesium (mg),DR1TOT_J,"Dietary Interview - Total Nutrient Intakes, First Day",2017,2018,Dietary,None
87,DR1TMFAT,Total monounsaturated fatty acids (gm),DR1TOT_J,"Dietary Interview - Total Nutrient Intakes, First Day",2017,2018,Dietary,None
88,DR1TMOIS,Moisture (gm),DR1TOT_J,"Dietary Interview - Total Nutrient Intakes, First Day",2017,2018,Dietary,None
89,DR1TNIAC,Niacin (mg),DR1TOT_J,"Dietary Interview - Total Nutrient Intakes, First Day",2017,2018,Dietary,None
90,DR1TNUMF,Total number of foods/beverages reported in the individual foods file,DR1TOT_J,"Dietary Interview - Total Nutrient Intakes, First Day",2017,2018,Dietary,None
91,DR1TP182,PFA 18:2 (Octadecadienoic) (gm),DR1TOT_J,"Dietary Interview - Total Nutrient Intakes, First Day",2017,2018,Dietary,None
92,DR1TP183,PFA 18:3 (Octadecatrienoic) (gm),DR1TOT_J,"Dietary Interview - Total Nutrient Intakes, First Day",2017,2018,Dietary,None
93,DR1TP184,PFA 18:4 (Octadecatetraenoic) (gm),DR1TOT_J,"Dietary Interview - Total Nutrient Intakes, First Day",2017,2018,Dietary,None
94,DR1TP204,PFA 20:4 (Eicosatetraenoic) (gm),DR1TOT_J,"Dietary Interview - Total Nutrient Intakes, First Day",2017,2018,Dietary,None
95,DR1TP205,PFA 20:5 (Eicosapentaenoic) (gm),DR1TOT_J,"Dietary Interview - Total Nutrient Intakes, First Day",2017,2018,Dietary,None
96,DR1TP225,PFA 22:5 (Docosapentaenoic) (gm),DR1TOT_J,"Dietary Interview - Total Nutrient Intakes, First Day",2017,2018,Dietary,None
97,DR1TP226,PFA 22:6 (Docosahexaenoic) (gm),DR1TOT_J,"Dietary Interview - Total Nutrient Intakes, First Day",2017,2018,Dietary,None
98,DR1TPFAT,Total polyunsaturated fatty acids (gm),DR1TOT_J,"Dietary Interview - Total Nutrient Intakes, First Day",2017,2018,Dietary,None
99,DR1TPHOS,Phosphorus (mg),DR1TOT_J,"Dietary Interview - Total Nutrient Intakes, First Day",2017,2018,Dietary,None
100,DR1TPOTA,Potassium (mg),DR1TOT_J,"Dietary Interview - Total Nutrient Intakes, First Day",2017,2018,Dietary,None
101,DR1TPROT,Protein (gm),DR1TOT_J,"Dietary Interview - Total Nutrient Intakes, First Day",2017,2018,Dietary,None
102,DR1TRET,Retinol (mcg),DR1TOT_J,"Dietary Interview - Total Nutrient Intakes, First Day",2017,2018,Dietary,None
103,DR1TS040,SFA 4:0 (Butanoic) (gm),DR1TOT_J,"Dietary Interview - Total Nutrient Intakes, First Day",2017,2018,Dietary,None
104,DR1TS060,SFA 6:0 (Hexanoic) (gm),DR1TOT_J,"Dietary Interview - Total Nutrient Intakes, First Day",2017,2018,Dietary,None
105,DR1TS080,SFA 8:0 (Octanoic) (gm),DR1TOT_J,"Dietary Interview - Total Nutrient Intakes, First Day",2017,2018,Dietary,None
106,DR1TS100,SFA 10:0 (Decanoic) (gm),DR1TOT_J,"Dietary Interview - Total Nutrient Intakes, First Day",2017,2018,Dietary,None
107,DR1TS120,SFA 12:0 (Dodecanoic) (gm),DR1TOT_J,"Dietary Interview - Total Nutrient Intakes, First Day",2017,2018,Dietary,None
108,DR1TS140,SFA 14:0 (Tetradecanoic) (gm),DR1TOT_J,"Dietary Interview - Total Nutrient Intakes, First Day",2017,2018,Dietary,None
109,DR1TS160,SFA 16:0 (Hexadecanoic) (gm),DR1TOT_J,"Dietary Interview - Total Nutrient Intakes, First Day",2017,2018,Dietary,None
110,DR1TS180,SFA 18:0 (Octadecanoic) (gm),DR1TOT_J,"Dietary Interview - Total Nutrient Intakes, First Day",2017,2018,Dietary,None
111,DR1TSELE,Selenium (mcg),DR1TOT_J,"Dietary Interview - Total Nutrient Intakes, First Day",2017,2018,Dietary,None
112,DR1TSFAT,Total saturated fatty acids (gm),DR1TOT_J,"Dietary Interview - Total Nutrient Intakes, First Day",2017,2018,Dietary,None
113,DR1TSODI,Sodium (mg),DR1TOT_J,"Dietary Interview - Total Nutrient Intakes, First Day",2017,2018,Dietary,None
114,DR1TSUGR,Total sugars (gm),DR1TOT_J,"Dietary Interview - Total Nutrient Intakes, First Day",2017,2018,Dietary,None
115,DR1TTFAT,Total fat (gm),DR1TOT_J,"Dietary Interview - Total Nutrient Intakes, First Day",2017,2018,Dietary,None
116,DR1TTHEO,Theobromine (mg),DR1TOT_J,"Dietary Interview - Total Nutrient Intakes, First Day",2017,2018,Dietary,None
117,DR1TVARA,Vitamin A as retinol activity equivalents (mcg),DR1TOT_J,"Dietary Interview - Total Nutrient Intakes, First Day",2017,2018,Dietary,None
118,DR1TVB1,Thiamin (Vitamin B1) (mg),DR1TOT_J,"Dietary Interview - Total Nutrient Intakes, First Day",2017,2018,Dietary,None
119,DR1TVB12,Vitamin B12 (mcg),DR1TOT_J,"Dietary Interview - Total Nutrient Intakes, First Day",2017,2018,Dietary,None
120,DR1TVB2,Riboflavin (Vitamin B2) (mg),DR1TOT_J,"Dietary Interview - Total Nutrient Intakes, First Day",2017,2018,Dietary,None
121,DR1TVB6,Vitamin B6 (mg),DR1TOT_J,"Dietary Interview - Total Nutrient Intakes, First Day",2017,2018,Dietary,None
122,DR1TVC,Vitamin C (mg),DR1TOT_J,"Dietary Interview - Total Nutrient Intakes, First Day",2017,2018,Dietary,None
123,DR1TVD,Vitamin D (D2 + D3) (mcg),DR1TOT_J,"Dietary Interview - Total Nutrient Intakes, First Day",2017,2018,Dietary,None
124,DR1TVK,Vitamin K (mcg),DR1TOT_J,"Dietary Interview - Total Nutrient Intakes, First Day",2017,2018,Dietary,None
125,DR1TWSZ,"When you drink tap water, what is the main source of the tap water? ",DR1TOT_J,"Dietary Interview - Total Nutrient Intakes, First Day",2017,2018,Dietary,None
126,DR1TZINC,Zinc (mg),DR1TOT_J,"Dietary Interview - Total Nutrient Intakes, First Day",2017,2018,Dietary,None
127,DRABF,"Indicates whether the sample person was an infant who was breast-fed on either of the two recall days.  
",DR1TOT_J,"Dietary Interview - Total Nutrient Intakes, First Day",2017,2018,Dietary,None
128,DRD340,"Please look at this list of shellfish. During the past 30 days did you eat any types of shellfish listed on this card? Include any foods that had shellfish in them such as sandwiches, soups, or salads.",DR1TOT_J,"Dietary Interview - Total Nutrient Intakes, First Day",2017,2018,Dietary,None
129,DRD350A,Clams eaten during past 30 days,DR1TOT_J,"Dietary Interview - Total Nutrient Intakes, First Day",2017,2018,Dietary,None
130,DRD350AQ,Number of times clams were eaten in the past 30 days,DR1TOT_J,"Dietary Interview - Total Nutrient Intakes, First Day",2017,2018,Dietary,None
131,DRD350B,Crabs eaten during past 30 days,DR1TOT_J,"Dietary Interview - Total Nutrient Intakes, First Day",2017,2018,Dietary,None
132,DRD350BQ,Number of times crab was eaten in the past 30 days,DR1TOT_J,"Dietary Interview - Total Nutrient Intakes, First Day",2017,2018,Dietary,None
133,DRD350C,Crayfish eaten during past 30 days,DR1TOT_J,"Dietary Interview - Total Nutrient Intakes, First Day",2017,2018,Dietary,None
134,DRD350CQ,Number of times crayfish was eaten in the past 30 days,DR1TOT_J,"Dietary Interview - Total Nutrient Intakes, First Day",2017,2018,Dietary,None
135,DRD350D,Lobsters eaten during past 30 days,DR1TOT_J,"Dietary Interview - Total Nutrient Intakes, First Day",2017,2018,Dietary,None
136,DRD350DQ,Number of times lobster was eaten in the past 30 days,DR1TOT_J,"Dietary Interview - Total Nutrient Intakes, First Day",2017,2018,Dietary,None
137,DRD350E,Mussels eaten during past 30 days,DR1TOT_J,"Dietary Interview - Total Nutrient Intakes, First Day",2017,2018,Dietary,None
138,DRD350EQ,Number of times mussels were eaten in the past 30 days,DR1TOT_J,"Dietary Interview - Total Nutrient Intakes, First Day",2017,2018,Dietary,None
139,DRD350F,Oysters eaten during past 30 days,DR1TOT_J,"Dietary Interview - Total Nutrient Intakes, First Day",2017,2018,Dietary,None
140,DRD350FQ,Number of times oysters were eaten in the past 30 days,DR1TOT_J,"Dietary Interview - Total Nutrient Intakes, First Day",2017,2018,Dietary,None
141,DRD350G,Scallops eaten during the past 30 days,DR1TOT_J,"Dietary Interview - Total Nutrient Intakes, First Day",2017,2018,Dietary,None
142,DRD350GQ,Number of times scallops were eaten in the past 30 days,DR1TOT_J,"Dietary Interview - Total Nutrient Intakes, First Day",2017,2018,Dietary,None
143,DRD350H,Shrimp eaten during past 30 days,DR1TOT_J,"Dietary Interview - Total Nutrient Intakes, First Day",2017,2018,Dietary,None
144,DRD350HQ,Number of times shrimp was eaten in the last 30 days,DR1TOT_J,"Dietary Interview - Total Nutrient Intakes, First Day",2017,2018,Dietary,None
145,DRD350I,"Other shellfish ( ex. octopus, squid) eaten during past 30 days",DR1TOT_J,"Dietary Interview - Total Nutrient Intakes, First Day",2017,2018,Dietary,None
146,DRD350IQ,"Number of times other shellfish (ex. octopus, squid) was eaten in the past 30 days",DR1TOT_J,"Dietary Interview - Total Nutrient Intakes, First Day",2017,2018,Dietary,None
147,DRD350J,Other unknown shellfish eaten during past 30 days,DR1TOT_J,"Dietary Interview - Total Nutrient Intakes, First Day",2017,2018,Dietary,None
148,DRD350JQ,Number of times other unknown shellfish was eaten in the past 30 days,DR1TOT_J,"Dietary Interview - Total Nutrient Intakes, First Day",2017,2018,Dietary,None
149,DRD350K,Refused to give detailed information on shellfish eaten during past 30 days,DR1TOT_J,"Dietary Interview - Total Nutrient Intakes, First Day",2017,2018,Dietary,None
150,DRD360,"Please look at this list of fish. During the past 30 days did you eat any types of fish listed on this card? Include any foods that had fish in them such as sandwiches, soups, or salads.",DR1TOT_J,"Dietary Interview - Total Nutrient Intakes, First Day",2017,2018,Dietary,None
151,DRD370A,Breaded fish products eaten during past 30 days,DR1TOT_J,"Dietary Interview - Total Nutrient Intakes, First Day",2017,2018,Dietary,None
152,DRD370AQ,Number of times breaded fish products were eaten in the past 30 days,DR1TOT_J,"Dietary Interview - Total Nutrient Intakes, First Day",2017,2018,Dietary,None
153,DRD370B,Tuna eaten during past 30 days,DR1TOT_J,"Dietary Interview - Total Nutrient Intakes, First Day",2017,2018,Dietary,None
154,DRD370BQ,Number of times tuna was eaten in the past 30 days,DR1TOT_J,"Dietary Interview - Total Nutrient Intakes, First Day",2017,2018,Dietary,None
155,DRD370C,Bass eaten during past 30 days,DR1TOT_J,"Dietary Interview - Total Nutrient Intakes, First Day",2017,2018,Dietary,None
156,DRD370CQ,Number of times bass was eaten in the past 30 days,DR1TOT_J,"Dietary Interview - Total Nutrient Intakes, First Day",2017,2018,Dietary,None
157,DRD370D,Catfish eaten during past 30 days,DR1TOT_J,"Dietary Interview - Total Nutrient Intakes, First Day",2017,2018,Dietary,None
158,DRD370DQ,Number of times catfish was eaten in the past 30 days,DR1TOT_J,"Dietary Interview - Total Nutrient Intakes, First Day",2017,2018,Dietary,None
159,DRD370E,Cod eaten during past 30 days,DR1TOT_J,"Dietary Interview - Total Nutrient Intakes, First Day",2017,2018,Dietary,None
160,DRD370EQ,Number of times cod was eaten in the past 30 days,DR1TOT_J,"Dietary Interview - Total Nutrient Intakes, First Day",2017,2018,Dietary,None
161,DRD370F,Flatfish eaten during past 30 days,DR1TOT_J,"Dietary Interview - Total Nutrient Intakes, First Day",2017,2018,Dietary,None
162,DRD370FQ,Number of times flatfish was eaten in the past 30 days,DR1TOT_J,"Dietary Interview - Total Nutrient Intakes, First Day",2017,2018,Dietary,None
163,DRD370G,Haddock eaten during past 30 days,DR1TOT_J,"Dietary Interview - Total Nutrient Intakes, First Day",2017,2018,Dietary,None
164,DRD370GQ,Number of times haddock was eaten in the past 30 days,DR1TOT_J,"Dietary Interview - Total Nutrient Intakes, First Day",2017,2018,Dietary,None
165,DRD370H,Mackerel eaten during past 30 days,DR1TOT_J,"Dietary Interview - Total Nutrient Intakes, First Day",2017,2018,Dietary,None
166,DRD370HQ,Number of times mackerel was eaten in the past 30 days,DR1TOT_J,"Dietary Interview - Total Nutrient Intakes, First Day",2017,2018,Dietary,None
167,DRD370I,Perch eaten during past 30 days,DR1TOT_J,"Dietary Interview - Total Nutrient Intakes, First Day",2017,2018,Dietary,None
168,DRD370IQ,Number of times perch was eaten in the past 30 days,DR1TOT_J,"Dietary Interview - Total Nutrient Intakes, First Day",2017,2018,Dietary,None
169,DRD370J,Pike eaten during past 30 days,DR1TOT_J,"Dietary Interview - Total Nutrient Intakes, First Day",2017,2018,Dietary,None
170,DRD370JQ,Number of times pike was eaten in the past 30 days,DR1TOT_J,"Dietary Interview - Total Nutrient Intakes, First Day",2017,2018,Dietary,None
171,DRD370K,Pollock eaten during past 30 days,DR1TOT_J,"Dietary Interview - Total Nutrient Intakes, First Day",2017,2018,Dietary,None
172,DRD370KQ,Number of times pollock was eaten in the past 30 days,DR1TOT_J,"Dietary Interview - Total Nutrient Intakes, First Day",2017,2018,Dietary,None
173,DRD370L,Porgy eaten during past 30 days,DR1TOT_J,"Dietary Interview - Total Nutrient Intakes, First Day",2017,2018,Dietary,None
174,DRD370LQ,Number of times porgy was eaten in the past 30 days,DR1TOT_J,"Dietary Interview - Total Nutrient Intakes, First Day",2017,2018,Dietary,None
175,DRD370M,Salmon eaten during past 30 days,DR1TOT_J,"Dietary Interview - Total Nutrient Intakes, First Day",2017,2018,Dietary,None
176,DRD370MQ,Number of times salmon was eaten in the past 30 days,DR1TOT_J,"Dietary Interview - Total Nutrient Intakes, First Day",2017,2018,Dietary,None
177,DRD370N,Sardines eaten during past 30 days,DR1TOT_J,"Dietary Interview - Total Nutrient Intakes, First Day",2017,2018,Dietary,None
178,DRD370NQ,Number of times sardines were eaten in the past 30 days,DR1TOT_J,"Dietary Interview - Total Nutrient Intakes, First Day",2017,2018,Dietary,None
179,DRD370O,Sea bass eaten during past 30 days,DR1TOT_J,"Dietary Interview - Total Nutrient Intakes, First Day",2017,2018,Dietary,None
180,DRD370OQ,Number of times sea bass was eaten in the past 30 days,DR1TOT_J,"Dietary Interview - Total Nutrient Intakes, First Day",2017,2018,Dietary,None
181,DRD370P,Shark eaten during past 30 days,DR1TOT_J,"Dietary Interview - Total Nutrient Intakes, First Day",2017,2018,Dietary,None
182,DRD370PQ,Number of times shark was eaten in the past 30 days,DR1TOT_J,"Dietary Interview - Total Nutrient Intakes, First Day",2017,2018,Dietary,None
183,DRD370Q,Swordfish eaten during past 30 days,DR1TOT_J,"Dietary Interview - Total Nutrient Intakes, First Day",2017,2018,Dietary,None
184,DRD370QQ,Number of times swordfish was eaten in the past 30 days,DR1TOT_J,"Dietary Interview - Total Nutrient Intakes, First Day",2017,2018,Dietary,None
185,DRD370R,Trout eaten during past 30 days,DR1TOT_J,"Dietary Interview - Total Nutrient Intakes, First Day",2017,2018,Dietary,None
186,DRD370RQ,Number of times trout was eaten in the past 30 days,DR1TOT_J,"Dietary Interview - Total Nutrient Intakes, First Day",2017,2018,Dietary,None
187,DRD370S,Walleye eaten during the past 30 days,DR1TOT_J,"Dietary Interview - Total Nutrient Intakes, First Day",2017,2018,Dietary,None
