,var_name,var_descr,file_name,file_descr,start_year,end_year,component,constraint
34,CDQ009B,Please look at this card and show me where the pain or discomfort is located.,CDQ_J,Cardiovascular Health,2017,2018,Questionnaire,None
35,CDQ009C,Please look at this card and show me where the pain or discomfort is located.,CDQ_J,Cardiovascular Health,2017,2018,Questionnaire,None
36,CDQ009D,Please look at this card and show me where the pain or discomfort is located.,CDQ_J,Cardiovascular Health,2017,2018,Questionnaire,None
37,CDQ009E,Please look at this card and show me where the pain or discomfort is located.,CDQ_J,Cardiovascular Health,2017,2018,Questionnaire,None
38,CDQ009F,Please look at this card and show me where the pain or discomfort is located.,CDQ_J,Cardiovascular Health,2017,2018,Questionnaire,None
39,CDQ009G,Please look at this card and show me where the pain or discomfort is located.,CDQ_J,Cardiovascular Health,2017,2018,Questionnaire,None
40,CDQ009H,Please look at this card and show me where the pain or discomfort is located.,CDQ_J,Cardiovascular Health,2017,2018,Questionnaire,None
41,CDQ010,{Have you/Has SP} had shortness of breath either when hurrying on the level or walking up a slight hill?,CDQ_J,Cardiovascular Health,2017,2018,Questionnaire,None
42,SEQN,Respondent sequence number.,CDQ_J,Cardiovascular Health,2017,2018,Questionnaire,None
43,PAQ706,"I'd like to ask you some questions about {your/SP's} activities. During the past 7 days, on how many days {were you/was SP} physically active for a total of at least 60 minutes per day? Add up all the time {you/he/she} spent in any kind of physical activity that increased {your/his/her} heart rate and made {you/him/her} breathe hard some of the time.",PAQY_J,Physical Activity - Youth,2017,2018,Questionnaire,None
44,PAQ710,"Now I will ask you first about TV watching and then about computer use. Over the past 30 days, on average how many hours per day did {you/SP} sit and watch TV or videos? Would you say . . .",PAQY_J,Physical Activity - Youth,2017,2018,Questionnaire,None
45,PAQ715,"Text: Over the past 30 days, on average how many hours per day did {you/SP} use a computer or play computer games outside of school? Include Playstation, Nintendo DS, or other portable video games Would you say . . .",PAQY_J,Physical Activity - Youth,2017,2018,Questionnaire,None
46,SEQN,Respondent sequence number.,PAQY_J,Physical Activity - Youth,2017,2018,Questionnaire,None
47,PAD615,How much time {do you/does SP} spend doing vigorous-intensity activities at work on a typical day?,PAQ_J,Physical Activity,2017,2018,Questionnaire,None
48,PAD630,How much time {do you/does SP} spend doing moderate-intensity activities at work on a typical day?,PAQ_J,Physical Activity,2017,2018,Questionnaire,None
49,PAD645,How much time {do you/does SP} spend walking or bicycling for travel on a typical day?,PAQ_J,Physical Activity,2017,2018,Questionnaire,None
50,PAD660,"How much time {do you/does SP} spend doing vigorous-intensity sports, fitness or recreational activities on a typical day?",PAQ_J,Physical Activity,2017,2018,Questionnaire,None
51,PAD675,"How much time {do you/does SP} spend doing moderate-intensity sports, fitness or recreational activities on a typical day?",PAQ_J,Physical Activity,2017,2018,Questionnaire,None
52,PAD680,"The following question is about sitting at school, at home, getting to and from places, or with friends including time spent sitting at a desk, traveling in a car or bus, reading, playing cards, watching television, or using a computer. Do not include time spent sleeping. How much time {do you/does SP} usually spend sitting on a typical day?",PAQ_J,Physical Activity,2017,2018,Questionnaire,None
53,PAQ605,"Next I am going to ask you about the time {you spend/SP spends} doing different types of physical activity in a typical week. Think first about the time {you spend/he spends/she spends} doing work.  Think of work as the things that {you have/he has/she has} to do such as paid or unpaid work,  household chores, and yard work.  Does {your/SP's} work involve vigorous-intensity activity that causes large increases in breathing or heart rate like carrying or lifting heavy loads, digging or construction work for at least 10 minutes continuously?",PAQ_J,Physical Activity,2017,2018,Questionnaire,None
54,PAQ610,"In a typical week, on how many days {do you/does SP} do vigorous-intensity activities as part of {your/his/her} work?",PAQ_J,Physical Activity,2017,2018,Questionnaire,None
55,PAQ620,Does {your/SP's} work involve moderate-intensity activity that causes small increases in breathing or heart rate such as brisk walking or carrying light loads for at least 10 minutes continuously?,PAQ_J,Physical Activity,2017,2018,Questionnaire,None
56,PAQ625,"In a typical week, on how many days {do you/does SP} do moderate-intensity activities as part of {your/his/her} work?",PAQ_J,Physical Activity,2017,2018,Questionnaire,None
57,PAQ635,"The next questions exclude the physical activity at work that you have already mentioned.  Now I would like to ask you about the usual way {you travel/SP travels} to and from places.  For example to school, for shopping, to work.  In a typical week  {do you/does SP} walk or use a bicycle for at least 10 minutes continuously to get to and from places?",PAQ_J,Physical Activity,2017,2018,Questionnaire,None
58,PAQ640,"In a typical week, on how many days {do you/does SP} walk or bicycle for at least 10 minutes continuously to get to and from places?",PAQ_J,Physical Activity,2017,2018,Questionnaire,None
59,PAQ650,"The next questions exclude the work and transport activities that you have already mentioned.  Now I would like to ask you about sports, fitness and recreational activities.  In a typical week {do you/does SP} do any vigorous-intensity sports, fitness, or recreational activities that cause large increases in breathing or heart rate like running or basketball for at least 10 minutes continuously?",PAQ_J,Physical Activity,2017,2018,Questionnaire,None
60,PAQ655,"In a typical week, on how many days {do you/does SP} do vigorous-intensity sports, fitness or recreational activities?",PAQ_J,Physical Activity,2017,2018,Questionnaire,None
61,PAQ665,"In a typical week {do you/does SP} do any moderate-intensity sports, fitness, or recreational activities that cause a small increase in breathing or heart rate such as brisk walking, bicycling, swimming, or volleyball for at least 10 minutes continuously?",PAQ_J,Physical Activity,2017,2018,Questionnaire,None
62,PAQ670,"In a typical week, on how many days {do you/does SP} do moderate-intensity sports, fitness or recreational activities?",PAQ_J,Physical Activity,2017,2018,Questionnaire,None
63,SEQN,Respondent sequence number.,PAQ_J,Physical Activity,2017,2018,Questionnaire,None
64,IMQ011,"Hepatitis (Hep-a-ti-tis) A vaccine is given as a two dose series to some children older than 2 years and also to some adults, especially people who travel outside the United States.  It has only been available since 1995.  {Have you/Has SP} ever received hepatitis A vaccine?",IMQ_J,Immunization,2017,2018,Questionnaire,None
65,IMQ020,"Hepatitis (Hep-a-ti-tis) B vaccine is given in three separate doses and has been recommended for all newborn infants since 1991.  In 1995, it was recommended that adolescents be given the vaccine.  Persons who may be exposed to other people's blood, such as health care workers, also may have received the vaccine.  {Have you/Has SP} ever received the 3-dose series of the hepatitis B vaccine?",IMQ_J,Immunization,2017,2018,Questionnaire,None
66,IMQ060,"Human Papillomavirus (HPV) vaccine is given to prevent cervical cancer in girls and women.  The HPV vaccines available are called Cervarix, Gardasil or Gardasil 9.  It is given in 3 separate doses over a 6 month period.  {Have you/Has SP} ever received one or more doses of the HPV vaccine?",IMQ_J,Immunization,2017,2018,Questionnaire,None
67,IMQ070,Human Papillomavirus (HPV) vaccine is given to prevent HPV infection and genital warts in boys and men.  It is given in 3 separate doses over a 6 month period.  {Have you/Has SP} ever received one or more doses of the HPV vaccine? (The brand name for the vaccine is Gardasil.),IMQ_J,Immunization,2017,2018,Questionnaire,None
68,IMQ081A,"Which of the HPV vaccines did {you/SP} receive, Cervarix, Gardasil or Gardasil 9?",IMQ_J,Immunization,2017,2018,Questionnaire,None
69,IMQ081B,"Which of the HPV vaccines did {you/SP} receive, Cervarix, Gardasil or Gardasil 9?",IMQ_J,Immunization,2017,2018,Questionnaire,None
70,IMQ081C,"Which of the HPV vaccines did {you/SP} receive, Cervarix, Gardasil or Gardasil 9?",IMQ_J,Immunization,2017,2018,Questionnaire,None
71,IMQ081D,"Which of the HPV vaccines did {you/SP} receive, Cervarix, Gardasil or Gardasil 9?",IMQ_J,Immunization,2017,2018,Questionnaire,None
72,IMQ090,How old {were you/was SP} when {you/SP} received your first dose of {Cervarix/Gardasil/Gardasil 9/Gardasil or Gardasil 9/the vaccine}?,IMQ_J,Immunization,2017,2018,Questionnaire,None
73,IMQ100,How many doses of {Cervarix/Gardasil/Gardasil or Gardasil 9/the vaccine} {have you/has SP} received?,IMQ_J,Immunization,2017,2018,Questionnaire,None
74,SEQN,Respondent sequence number.,IMQ_J,Immunization,2017,2018,Questionnaire,None
75,HIQ011,The (first/next) questions are about health insurance. {Are you/Is SP} covered by health insurance or some other kind of health care plan?  [Include health insurance obtained through employment or purchased directly as well as government programs like Medicare and Medicaid that provide medical care or help pay medical bills.],HIQ_J,Health Insurance,2017,2018,Questionnaire,None
76,HIQ031A,{Are you/Is SP} covered by private insurance?,HIQ_J,Health Insurance,2017,2018,Questionnaire,None
77,HIQ031AA,No coverage of any type.,HIQ_J,Health Insurance,2017,2018,Questionnaire,None
78,HIQ031B,{Are you/Is SP} covered by Medicare?,HIQ_J,Health Insurance,2017,2018,Questionnaire,None
79,HIQ031C,{Are you/Is SP} covered by Medi-Gap?,HIQ_J,Health Insurance,2017,2018,Questionnaire,None
80,HIQ031D,{Are you/Is SP} covered by Medicaid?,HIQ_J,Health Insurance,2017,2018,Questionnaire,None
81,HIQ031E,{Are you/Is SP} covered by CHIP (Children's Health Insurance Program)?,HIQ_J,Health Insurance,2017,2018,Questionnaire,None
82,HIQ031F,{Are you/Is SP} covered by military health plan (Tricare/VA/Champ-VA)?,HIQ_J,Health Insurance,2017,2018,Questionnaire,None
83,HIQ031H,{Are you/Is SP} covered by state-sponsored health plan?,HIQ_J,Health Insurance,2017,2018,Questionnaire,None
84,HIQ031I,{Are you/Is SP} covered by other government insurance?,HIQ_J,Health Insurance,2017,2018,Questionnaire,None
85,HIQ031J,{Are you/Is SP} covered by any single service plan?,HIQ_J,Health Insurance,2017,2018,Questionnaire,None
86,HIQ105,Insurance card available or not.,HIQ_J,Health Insurance,2017,2018,Questionnaire,None
87,HIQ210,"In the past 12 months, was there any time when {you/SP} did not have any health insurance coverage?",HIQ_J,Health Insurance,2017,2018,Questionnaire,None
88,HIQ260,{Do you/Does SP} have Medicare?,HIQ_J,Health Insurance,2017,2018,Questionnaire,None
89,HIQ270,{Does this plan/Do any of these plans} cover any part of the cost of prescriptions?,HIQ_J,Health Insurance,2017,2018,Questionnaire,None
90,SEQN,Respondent sequence number.,HIQ_J,Health Insurance,2017,2018,Questionnaire,None
91,DLQ010,"With this next set of questions, we want to learn about people who have physical, mental, or emotional conditions that cause serious difficulties with their daily activities. Though different, these questions may sound similar to ones I asked earlier. {Are you/Is SP} deaf or {do you/does he/does she} have serious difficulty hearing?",DLQ_J,Disability,2017,2018,Questionnaire,None
92,DLQ020,{Are you/Is SP} blind or {do you/does he/does she} have serious difficulty seeing even when wearing glasses?,DLQ_J,Disability,2017,2018,Questionnaire,None
93,DLQ040,"Because of a physical, mental, or emotional condition, {do you/does he/does she} have serious difficulty concentrating, remembering, or making decisions?",DLQ_J,Disability,2017,2018,Questionnaire,None
94,DLQ050,{Do you/Does SP} have serious difficulty walking or climbing stairs?,DLQ_J,Disability,2017,2018,Questionnaire,None
95,DLQ060,{Do you/Does SP} have difficulty dressing or bathing?,DLQ_J,Disability,2017,2018,Questionnaire,None
96,DLQ080,"Because of a physical, mental, or emotional condition, {do you/does he/does she} have difficulty doing errands alone such as visiting a doctor's office or shopping?",DLQ_J,Disability,2017,2018,Questionnaire,None
97,DLQ100,"How often do you feel worried, nervous or anxious? Would you say daily, weekly, monthly, a few times a year, or never?",DLQ_J,Disability,2017,2018,Questionnaire,None
98,DLQ110,Do you take medication for these feelings?,DLQ_J,Disability,2017,2018,Questionnaire,None
99,DLQ130,"Thinking about the last time you felt worried, nervous or anxious, how would you describe the level of these feelings? Would you say a little, a lot, or somewhere in between?",DLQ_J,Disability,2017,2018,Questionnaire,None
100,DLQ140,"How often do you feel depressed? Would you say daily, weekly, monthly, a few times a year, or never?",DLQ_J,Disability,2017,2018,Questionnaire,None
101,DLQ150,Do you take medication for depression?,DLQ_J,Disability,2017,2018,Questionnaire,None
102,DLQ170,"Thinking about the last time you felt depressed, how depressed did you feel? Would you say a little, a lot, or somewhere in between?",DLQ_J,Disability,2017,2018,Questionnaire,None
103,SEQN,Respondent sequence number.,DLQ_J,Disability,2017,2018,Questionnaire,None
104,DID040,How old {was SP/were you} when a doctor or other health professional first told {you/him/her} that {you/he/she} had diabetes or sugar diabetes?,DIQ_J,Diabetes,2017,2018,Questionnaire,None
105,DID060,For how long {have you/has SP} been taking insulin?,DIQ_J,Diabetes,2017,2018,Questionnaire,None
106,DID250,How many times {have you/has SP} seen this doctor or other health professional in the past 12 months?,DIQ_J,Diabetes,2017,2018,Questionnaire,None
107,DID260,"How often {do you check your/does SP check his/her} blood for glucose or sugar?  Include times when checked by a family member or friend, but do not include times when checked by a doctor or other health professional.",DIQ_J,Diabetes,2017,2018,Questionnaire,None
108,DID310D,"What does {your/SP's} doctor or other health professional say {your/his/her} 

blood pressure should be?",DIQ_J,Diabetes,2017,2018,Questionnaire,None
109,DID310S,"What does {your/SP's} doctor or other health professional say {your/his/her} 

blood pressure should be?",DIQ_J,Diabetes,2017,2018,Questionnaire,None
110,DID320,"One part of total serum cholesterol in {your/SP's} blood is a bad cholesterol, 

called LDL, which builds up and clogs {your/his/her} arteries. What was {your/his/her} most 

recent LDL cholesterol number?",DIQ_J,Diabetes,2017,2018,Questionnaire,None
111,DID330,"What does {your/SP's} doctor or other health professional say {your/his/her} 

LDL cholesterol should be?",DIQ_J,Diabetes,2017,2018,Questionnaire,None
112,DID341,"During the past 12 months, about how many times has a doctor or other health professional checked {your/SP's} feet for any sores or irritations?",DIQ_J,Diabetes,2017,2018,Questionnaire,None
113,DID350,"How often {do you check your feet/does SP check (his/her) feet} for sores or irritations?  Include times when checked by a family member or friend, but do not include times when checked by a doctor or other health professional.",DIQ_J,Diabetes,2017,2018,Questionnaire,None
114,DIQ010,"The next questions are about specific medical conditions. {Other than during pregnancy, {have you/has SP}/{Have you/Has SP}} ever been told by a doctor or health professional that {you have/{he/she/SP} has} diabetes or sugar diabetes?",DIQ_J,Diabetes,2017,2018,Questionnaire,None
115,DIQ050,{Is SP/Are you} now taking insulin,DIQ_J,Diabetes,2017,2018,Questionnaire,None
116,DIQ060U,UNIT OF MEASURE,DIQ_J,Diabetes,2017,2018,Questionnaire,None
117,DIQ070,{Is SP/Are you} now taking diabetic pills to lower {{his/her}/your} blood sugar?  These are sometimes called oral agents or oral hypoglycemic agents.,DIQ_J,Diabetes,2017,2018,Questionnaire,None
118,DIQ080,Has a doctor ever told {you/SP} that diabetes has affected {your/his/her} eyes or that {you/s/he} had retinopathy (ret-in-op-ath-ee)?,DIQ_J,Diabetes,2017,2018,Questionnaire,None
119,DIQ160,"{Have you/Has SP} ever been told by a doctor or other health professional that {you have/SP has} any of the following:  prediabetes, impaired fasting glucose, impaired glucose tolerance, borderline diabetes or that {your/her/his} blood sugar is higher than normal but not high enough to be called diabetes or sugar diabetes?",DIQ_J,Diabetes,2017,2018,Questionnaire,None
120,DIQ170,{Have you/Has SP} ever been told by a doctor or other health professional that {you have/s/he has} health conditions or a medical or family history that increases {your/his/her} risk for diabetes?,DIQ_J,Diabetes,2017,2018,Questionnaire,None
121,DIQ172,{Do you/Does SP} feel {you/he/she} could be at risk for diabetes or prediabetes?,DIQ_J,Diabetes,2017,2018,Questionnaire,None
122,DIQ175A,"Why {Do you/Does SP} think {you are/he is/she is} at risk for diabetes or prediabetes?
[Anything else?]",DIQ_J,Diabetes,2017,2018,Questionnaire,None
123,DIQ175B,"Why {Do you/Does SP} think {you are/he is/she is} at risk for diabetes or prediabetes?
[Anything else?]",DIQ_J,Diabetes,2017,2018,Questionnaire,None
124,DIQ175C,"Why {Do you/Does SP} think {you are/he is/she is} at risk for diabetes or prediabetes?
[Anything else?]",DIQ_J,Diabetes,2017,2018,Questionnaire,None
125,DIQ175D,"Why {Do you/Does SP} think {you are/he is/she is} at risk for diabetes or prediabetes?
[Anything else?]",DIQ_J,Diabetes,2017,2018,Questionnaire,None
126,DIQ175E,"Why {Do you/Does SP} think {you are/he is/she is} at risk for diabetes or prediabetes?
[Anything else?]",DIQ_J,Diabetes,2017,2018,Questionnaire,None
127,DIQ175F,"Why {Do you/Does SP} think {you are/he is/she is} at risk for diabetes or prediabetes?
[Anything else?]",DIQ_J,Diabetes,2017,2018,Questionnaire,None
128,DIQ175G,"Why {Do you/Does SP} think {you are/he is/she is} at risk for diabetes or prediabetes?
[Anything else?]",DIQ_J,Diabetes,2017,2018,Questionnaire,None
129,DIQ175H,"Why {Do you/Does SP} think {you are/he is/she is} at risk for diabetes or prediabetes?
[Anything else?]",DIQ_J,Diabetes,2017,2018,Questionnaire,None
130,DIQ175I,"Why {Do you/Does SP} think {you are/he is/she is} at risk for diabetes or prediabetes?
[Anything else?]",DIQ_J,Diabetes,2017,2018,Questionnaire,None
131,DIQ175J,"Why {Do you/Does SP} think {you are/he is/she is} at risk for diabetes or prediabetes?
[Anything else?]",DIQ_J,Diabetes,2017,2018,Questionnaire,None
132,DIQ175K,"Why {Do you/Does SP} think {you are/he is/she is} at risk for diabetes or prediabetes?
[Anything else?]",DIQ_J,Diabetes,2017,2018,Questionnaire,None
133,DIQ175L,"Why {Do you/Does SP} think {you are/he is/she is} at risk for diabetes or prediabetes?
[Anything else?]",DIQ_J,Diabetes,2017,2018,Questionnaire,None
134,DIQ175M,"Why {Do you/Does SP} think {you are/he is/she is} at risk for diabetes or prediabetes?
[Anything else?]",DIQ_J,Diabetes,2017,2018,Questionnaire,None
135,DIQ175N,"Why {Do you/Does SP} think {you are/he is/she is} at risk for diabetes or prediabetes?
[Anything else?]",DIQ_J,Diabetes,2017,2018,Questionnaire,None
136,DIQ175O,"Why {Do you/Does SP} think {you are/he is/she is} at risk for diabetes or prediabetes?
[Anything else?]",DIQ_J,Diabetes,2017,2018,Questionnaire,None
137,DIQ175P,"Why {Do you/Does SP} think {you are/he is/she is} at risk for diabetes or prediabetes?
[Anything else?]",DIQ_J,Diabetes,2017,2018,Questionnaire,None
138,DIQ175Q,"Why {Do you/Does SP} think {you are/he is/she is} at risk for diabetes or prediabetes?
[Anything else?]",DIQ_J,Diabetes,2017,2018,Questionnaire,None
139,DIQ175R,"Why {Do you/Does SP} think {you are/he is/she is} at risk for diabetes or prediabetes?
[Anything else?]",DIQ_J,Diabetes,2017,2018,Questionnaire,None
140,DIQ175S,"Why {Do you/Does SP} think {you are/he is/she is} at risk for diabetes or prediabetes?
[Anything else?]",DIQ_J,Diabetes,2017,2018,Questionnaire,None
141,DIQ175T,"Why {Do you/Does SP} think {you are/he is/she is} at risk for diabetes or prediabetes?
[Anything else?]",DIQ_J,Diabetes,2017,2018,Questionnaire,None
142,DIQ175U,"Why {Do you/Does SP} think {you are/he is/she is} at risk for diabetes or prediabetes?
[Anything else?]",DIQ_J,Diabetes,2017,2018,Questionnaire,None
143,DIQ175V,"Why {Do you/Does SP} think {you are/he is/she is} at risk for diabetes or prediabetes?
",DIQ_J,Diabetes,2017,2018,Questionnaire,None
144,DIQ175W,"Why {Do you/Does SP} think {you are/he is/she is} at risk for diabetes or prediabetes?
[Anything else?]",DIQ_J,Diabetes,2017,2018,Questionnaire,None
145,DIQ175X,Why {Do you/Does SP} think {you are/he is/she is} at risk for diabetes or prediabetes? [Anything else?],DIQ_J,Diabetes,2017,2018,Questionnaire,None
146,DIQ180,{Have you/Has SP} had a blood test for high blood sugar or diabetes within the past three years?,DIQ_J,Diabetes,2017,2018,Questionnaire,None
147,DIQ230,When was the last time {you/SP} saw a diabetes nurse educator or dietitian or nutritionist for {your/his/her} diabetes?  Do not include doctors or other health professionals.,DIQ_J,Diabetes,2017,2018,Questionnaire,None
148,DIQ240,"Is there one doctor or other health professional {you usually see/SP usually sees} for {your/his/her} diabetes?  Do not include specialists to whom {you have/SP has} been referred such as diabetes educators, dieticians or foot and eye doctors.",DIQ_J,Diabetes,2017,2018,Questionnaire,None
149,DIQ260U,"How often {do you check your/does SP check his/her} blood for glucose or sugar?  Include times when checked by a family member or friend, but do not include times when checked by a doctor or other health professional.",DIQ_J,Diabetes,2017,2018,Questionnaire,None
150,DIQ275,"Glycosylated (GLY-KOH-SIH-LAY-TED) hemoglobin or the ""A one C"" test measures your average level of blood sugar for the past 3 months, and usually ranges between 5.0 and 13.9. During the past 12 months, has a doctor or other health professional checked {your/SP's} glycosylated hemoglobin or ""A one C""?",DIQ_J,Diabetes,2017,2018,Questionnaire,None
151,DIQ280,"What was {your/SP's} last ""A one C"" level?",DIQ_J,Diabetes,2017,2018,Questionnaire,None
152,DIQ291,"What does {your/SP's} doctor or other health professional say {your/his/her} ""A one C"" level  should be?  (Pick the lowest level recommended by your health care professional.)",DIQ_J,Diabetes,2017,2018,Questionnaire,None
153,DIQ300D,"Blood pressure is usually given as one number over another. What was 

{your/SP's} most recent blood pressure in numbers?",DIQ_J,Diabetes,2017,2018,Questionnaire,None
154,DIQ300S,"Blood pressure is usually given as one number over another. What was 

{your/SP's} most recent blood pressure in numbers?",DIQ_J,Diabetes,2017,2018,Questionnaire,None
155,DIQ350U,"How often {do you check your feet/does SP check (his/her) feet} for sores or irritations?  Include times when checked by a family member or friend, but do not include times when checked by a doctor or other health professional.",DIQ_J,Diabetes,2017,2018,Questionnaire,None
156,DIQ360,When was the last time {you/SP} had an eye exam in which the pupils were dilated?  This would have made {you/SP} temporarily sensitive to bright light.,DIQ_J,Diabetes,2017,2018,Questionnaire,None
157,SEQN,Respondent sequence number.,DIQ_J,Diabetes,2017,2018,Questionnaire,None
158,PFQ020,"{Do you/Does SP} have an impairment or health problem that limits {your/his/her} ability to {walk, run or play} {walk or run}?",PFQ_J,Physical Functioning,2017,2018,Questionnaire,None
159,PFQ030,"Is this an impairment or health problem that has lasted, or is expected to last 12 months or longer?",PFQ_J,Physical Functioning,2017,2018,Questionnaire,None
160,PFQ033,"{Do you/Does SP} have any impairment or health problem that requires {you/him/her} to use special equipment, such as a brace, a wheelchair, or a hearing aid (excluding ordinary eyeglasses or corrective shoes)?",PFQ_J,Physical Functioning,2017,2018,Questionnaire,None
